index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
657,225,225,256,1845.7777,101.0666,0.0000,255.0000,65.9681,11151,1.0000
658,266,189,256,1904.8695,117.8065,0.0000,255.0000,66.0100,11551,1.0000
659,259,194,256,838.4042,120.9297,0.0000,255.0000,54.5466,8301,1.0000
660,275,183,256,2062.8230,126.5516,0.0000,255.0000,52.3649,10387,1.0000
661,275,183,248,471.5352,97.8069,0.0000,248.0000,57.3272,6604,1.0000
662,275,183,256,1835.4177,124.6264,0.0000,255.0000,46.8237,10093,1.0000
663,275,183,256,3409.8560,107.1865,0.0000,255.0000,66.6241,12356,1.0000
664,280,180,256,1969.6891,130.0336,0.0000,255.0000,63.7480,10142,1.0000
665,227,222,256,1418.1140,126.4284,0.0000,255.0000,50.8377,9393,1.0000
666,275,183,252,431.4918,94.8091,0.0000,255.0000,40.5432,6500,1.0000
667,100,100,256,3372.0037,98.4706,0.0000,255.0000,57.8914,4175,1.0000
668,100,100,256,970.3939,133.7540,0.0000,255.0000,45.5226,2998,1.0000
669,245,206,256,1107.1936,160.6731,0.0000,255.0000,53.1925,9063,1.0000
670,289,174,256,3120.6379,93.0820,0.0000,255.0000,66.8363,11348,1.0000
671,275,183,256,1278.6573,66.8966,0.0000,255.0000,57.3438,9185,1.0000
672,283,178,255,2443.9116,94.7867,0.0000,255.0000,48.5116,11952,1.0000
673,275,183,256,824.0487,147.6857,0.0000,255.0000,53.8457,8147,1.0000
674,183,275,256,1978.3646,97.1526,0.0000,255.0000,48.0129,10511,1.0000
675,275,183,256,6918.6421,126.8954,0.0000,255.0000,57.0895,16198,1.0000
676,183,275,256,10811.9805,125.9852,0.0000,255.0000,61.1777,17578,1.0000
677,275,183,256,2862.5569,106.7512,0.0000,255.0000,50.0164,10698,1.0000
678,265,190,256,5189.8452,81.2717,0.0000,255.0000,66.4483,12493,1.0000
679,225,225,256,2809.6978,137.1435,0.0000,255.0000,65.3722,11768,1.0000
680,275,183,230,243.4487,94.6884,0.0000,229.0000,51.7512,5807,1.0000
681,275,183,256,1208.5229,66.4212,0.0000,255.0000,57.4592,8981,1.0000
682,275,183,256,2423.6006,130.6232,0.0000,255.0000,50.5785,10740,1.0000
683,275,183,256,4269.0571,101.5134,0.0000,255.0000,64.7683,12868,1.0000
684,275,183,222,324.9987,97.6131,0.0000,225.0000,56.1571,6349,1.0000
685,259,194,245,1437.5222,86.6773,0.0000,252.0000,50.9877,9411,1.0000
686,275,183,256,1605.4087,123.8846,0.0000,255.0000,58.5748,10280,1.0000
687,220,147,255,765.4512,122.0532,0.0000,255.0000,48.5694,6754,1.0000
688,224,225,256,3187.8896,75.8199,0.0000,255.0000,61.3527,12257,1.0000
689,275,183,256,1147.2477,149.3921,0.0000,255.0000,61.8743,8187,1.0000
690,275,183,256,4188.9692,135.6305,0.0000,255.0000,75.2273,12786,1.0000
691,225,225,256,2334.2935,105.5980,0.0000,255.0000,67.2291,10682,1.0000
692,275,183,239,907.0246,96.5396,0.0000,240.0000,61.7633,7575,1.0000
693,100,100,256,2393.3435,105.1352,0.0000,255.0000,53.9860,4124,1.0000
694,100,100,256,1378.9852,99.0850,0.0000,255.0000,53.4510,3354,1.0000
695,100,100,256,1370.8483,148.6444,0.0000,255.0000,75.4984,3117,1.0000
696,292,172,256,2222.4436,107.3377,0.0000,255.0000,52.8407,11714,1.0000
697,300,168,256,5990.3755,138.0538,0.0000,255.0000,44.7650,13974,1.0000
698,275,183,256,2240.4126,155.2898,0.0000,255.0000,64.9811,10555,1.0000
699,274,184,240,718.1922,103.1941,0.0000,240.0000,45.2140,7295,1.0000
700,275,183,256,9776.3809,90.9333,0.0000,255.0000,54.1303,15838,1.0000
701,262,192,256,5110.0342,82.2914,0.0000,255.0000,54.5581,13012,1.0000
702,275,183,256,1742.7103,61.6153,0.0000,255.0000,68.1660,9280,1.0000
703,225,225,256,1702.7546,119.9126,0.0000,255.0000,59.4080,9927,1.0000
704,275,183,256,2337.2974,125.1381,0.0000,255.0000,63.1574,11577,1.0000
705,275,183,256,6584.4307,107.3755,0.0000,255.0000,41.6064,15418,1.0000
706,262,193,256,4818.9629,121.0521,0.0000,255.0000,64.3787,14048,1.0000
707,275,183,256,1072.3059,127.8274,0.0000,255.0000,53.2329,9926,1.0000
708,300,168,256,5697.3472,121.7536,0.0000,255.0000,55.6846,14114,1.0000
709,276,183,223,2486.8120,75.3046,0.0000,227.0000,50.3806,11035,1.0000
710,275,183,256,4316.5161,65.0272,0.0000,255.0000,42.9001,13643,1.0000
711,275,183,256,1701.6761,129.3947,0.0000,255.0000,65.6841,9613,1.0000
712,183,275,256,1286.8872,95.9257,0.0000,255.0000,53.1441,8573,1.0000
713,275,183,256,2582.9854,83.1532,0.0000,255.0000,47.0765,11140,1.0000
714,275,183,256,1710.3480,100.8856,0.0000,255.0000,50.1576,9632,1.0000
715,225,225,256,985.9471,85.7613,0.0000,255.0000,55.7641,7737,1.0000
716,275,183,256,6688.9678,126.9278,0.0000,255.0000,56.9915,16085,1.0000
717,220,146,256,871.8415,123.4431,0.0000,255.0000,60.1821,6965,1.0000
718,275,183,239,1339.8873,81.0978,0.0000,239.0000,55.2515,7937,1.0000
719,275,183,254,1340.0946,123.6981,0.0000,255.0000,58.4829,9840,1.0000
720,100,100,241,1290.9017,77.7951,0.0000,247.0000,45.6480,3210,1.0000
721,100,100,256,1577.1420,107.2026,0.0000,255.0000,50.4195,3555,1.0000
722,100,100,171,552.5137,70.9722,0.0000,179.0000,23.4649,2845,1.0000
723,275,183,256,2280.8994,125.0574,0.0000,255.0000,53.9183,10784,1.0000
724,225,225,256,2147.8220,119.6971,0.0000,255.0000,59.6282,10207,1.0000
725,276,183,227,2604.4292,75.6105,0.0000,233.0000,50.9784,11562,1.0000
726,275,183,256,4366.2212,74.4671,0.0000,255.0000,43.6688,14087,1.0000
727,286,176,256,4666.6196,111.7026,0.0000,255.0000,54.3065,14124,1.0000
728,275,183,256,873.2897,224.0829,0.0000,255.0000,52.4840,4917,1.0000
729,275,183,256,3843.3853,93.3101,0.0000,255.0000,50.6282,13480,1.0000
730,263,192,248,1563.6019,110.5983,0.0000,255.0000,64.0541,8537,1.0000
731,275,183,256,3616.7280,146.6188,0.0000,255.0000,54.1232,13496,1.0000
732,269,187,256,920.2178,214.4447,0.0000,255.0000,51.9720,5787,1.0000
733,100,100,256,1422.7743,154.6859,0.0000,255.0000,65.2095,2995,1.0000
734,100,100,256,2973.2798,124.2471,0.0000,255.0000,59.4644,3997,1.0000
735,100,100,256,3063.0872,140.5839,0.0000,255.0000,52.6497,4124,1.0000
736,248,203,256,6538.6118,105.2634,0.0000,255.0000,73.3249,15764,1.0000
737,275,183,256,1401.2046,150.5641,0.0000,255.0000,49.1164,10428,1.0000
738,275,183,256,1377.4780,129.3176,0.0000,255.0000,55.0688,9464,1.0000
739,276,183,256,2285.9412,119.5233,0.0000,255.0000,56.1282,12315,1.0000
740,275,183,256,3960.3608,165.5447,0.0000,255.0000,67.9573,12685,1.0000
741,275,183,246,673.6157,105.0425,0.0000,249.0000,43.1208,7491,1.0000
742,275,183,256,1148.7589,126.7614,0.0000,255.0000,55.1846,8833,1.0000
743,275,183,256,1892.3793,96.6539,0.0000,255.0000,66.9418,11361,1.0000
744,259,194,256,1795.9286,155.0794,0.0000,255.0000,49.3936,10362,1.0000
745,263,191,256,3195.9614,120.3000,0.0000,255.0000,65.5904,11258,1.0000
746,275,183,256,2193.0576,77.7366,0.0000,255.0000,60.1160,11216,1.0000
747,275,183,254,654.6698,212.8958,0.0000,255.0000,53.7557,6580,1.0000
748,275,183,256,2664.2500,205.1606,0.0000,255.0000,64.1037,8454,1.0000
749,225,225,256,574.5776,139.1541,0.0000,255.0000,45.9479,8410,1.0000
750,272,185,256,2818.4526,84.9115,0.0000,255.0000,47.5538,11341,1.0000
751,225,224,256,3212.7690,126.2169,0.0000,255.0000,57.6733,11594,1.0000
752,275,183,256,1734.7336,107.0682,0.0000,255.0000,60.1865,9369,1.0000
753,250,202,256,1173.3046,139.3691,0.0000,255.0000,60.8939,8594,1.0000
754,276,183,256,773.1684,148.8315,0.0000,255.0000,43.5183,7994,1.0000
755,177,285,256,1284.2698,134.9669,0.0000,255.0000,69.0350,8581,1.0000
756,268,188,256,5190.5942,127.9050,0.0000,255.0000,61.7854,13618,1.0000
757,177,285,256,1584.2559,107.4107,0.0000,255.0000,63.1600,9322,1.0000
758,262,192,256,4479.4424,67.7597,0.0000,255.0000,58.8263,12667,1.0000
759,276,183,256,481.5587,151.0575,0.0000,255.0000,47.4418,6422,1.0000
760,100,100,256,3372.0037,98.4706,0.0000,255.0000,57.8914,4175,1.0000
761,100,100,241,1290.9017,77.7951,0.0000,247.0000,45.6480,3210,1.0000
762,100,100,252,1606.0063,228.3019,0.0000,255.0000,45.1299,2864,1.0000
763,266,190,256,2805.3323,122.0202,0.0000,255.0000,54.9656,11900,1.0000
764,275,183,256,972.7861,123.4709,0.0000,255.0000,52.8472,9199,1.0000
765,262,192,256,3700.3933,106.8001,0.0000,255.0000,68.4361,11683,1.0000
766,275,183,256,5082.1084,108.7600,0.0000,255.0000,65.0168,14242,1.0000
767,177,285,256,4543.8042,55.8885,0.0000,255.0000,55.5435,12129,1.0000
768,275,183,256,661.3837,128.8588,0.0000,255.0000,44.5572,8617,1.0000
769,275,183,256,3874.6985,92.5121,0.0000,255.0000,54.5411,12817,1.0000
770,258,195,256,4872.1841,98.6697,0.0000,255.0000,64.3210,13831,1.0000
771,275,183,256,1816.9198,89.3937,0.0000,255.0000,60.6175,9105,1.0000
772,275,183,256,408.7094,134.2827,0.0000,255.0000,44.1443,6616,1.0000
773,225,225,256,1207.9729,151.4492,0.0000,255.0000,74.4894,9102,1.0000
774,275,183,256,394.2758,213.3517,0.0000,255.0000,51.7414,5507,1.0000
775,192,263,256,5150.4438,108.3186,0.0000,255.0000,53.9168,12935,1.0000
776,275,183,255,538.9553,107.1653,0.0000,255.0000,43.2331,6459,1.0000
777,276,183,256,3760.0964,151.3804,0.0000,255.0000,62.7667,10595,1.0000
778,259,194,256,869.1283,129.0664,0.0000,255.0000,51.6062,9224,1.0000
779,262,192,256,1646.0624,126.8880,0.0000,255.0000,55.9245,9297,1.0000
780,262,192,256,1792.1707,105.9526,0.0000,255.0000,56.1566,10288,1.0000
781,183,275,256,1644.5885,125.2381,0.0000,255.0000,51.7730,9633,1.0000
782,275,183,256,1265.3202,85.1596,0.0000,255.0000,59.8020,9988,1.0000
783,245,206,255,567.7222,79.0528,0.0000,255.0000,44.7363,6101,1.0000
784,283,178,256,1895.7368,176.6837,0.0000,255.0000,63.1524,9691,1.0000
785,299,168,256,1589.9314,140.2647,0.0000,255.0000,58.8303,9995,1.0000
786,275,183,256,5425.5288,131.2412,0.0000,255.0000,44.7715,14074,1.0000
787,100,100,247,3565.1130,117.2915,0.0000,255.0000,42.2220,4433,1.0000
788,100,100,256,1618.8427,161.2178,0.0000,255.0000,86.3181,2992,1.0000
789,100,100,256,2088.6785,122.8367,0.0000,255.0000,50.4016,3956,1.0000
790,275,183,256,270.4097,231.9238,0.0000,255.0000,43.3868,4077,1.0000
791,259,194,256,1232.0928,115.5027,0.0000,255.0000,46.5994,9439,1.0000
792,275,183,256,1299.8136,115.2314,0.0000,255.0000,65.3817,9622,1.0000
793,275,183,256,518.3401,100.6333,0.0000,255.0000,64.8476,6860,1.0000
794,225,225,256,131.8749,210.8529,0.0000,255.0000,61.2840,4086,1.0000
795,225,225,255,429.9081,194.0294,0.0000,255.0000,39.9288,5768,1.0000
796,276,183,256,1723.7921,97.2756,0.0000,255.0000,76.9021,8480,1.0000
797,275,183,256,3220.6978,94.5880,0.0000,255.0000,57.6811,12695,1.0000
798,289,174,256,2817.5396,90.7272,0.0000,255.0000,66.9058,10850,1.0000
799,262,192,256,588.7844,213.7684,0.0000,255.0000,52.3803,6189,1.0000
800,177,284,256,1117.4220,151.4684,0.0000,255.0000,70.5924,7518,1.0000
801,275,183,256,738.1710,201.0522,0.0000,255.0000,48.2822,6738,1.0000
802,284,177,256,5070.6782,144.9074,0.0000,255.0000,52.3380,12946,1.0000
803,275,183,256,4032.4849,74.6694,0.0000,255.0000,56.6847,13205,1.0000
804,278,181,256,2283.7317,103.8148,0.0000,255.0000,49.8628,10828,1.0000
805,275,183,255,1516.7883,109.1198,0.0000,255.0000,34.0632,9090,1.0000
806,183,275,256,3092.9170,92.4754,0.0000,255.0000,51.8169,11184,1.0000
807,225,150,256,388.7267,100.5408,0.0000,255.0000,60.5244,6245,1.0000
808,275,183,256,406.0092,100.5968,0.0000,255.0000,51.5168,7039,1.0000
809,262,192,256,3828.0166,80.0084,0.0000,255.0000,58.5742,11236,1.0000
810,275,183,256,2581.7944,148.1635,0.0000,255.0000,43.7917,11468,1.0000
811,183,275,254,4296.0059,153.1514,0.0000,254.0000,50.6893,10422,1.0000
812,262,192,256,1216.0488,100.2500,0.0000,255.0000,55.8455,8109,1.0000
813,289,174,255,644.4559,107.5839,0.0000,255.0000,53.6715,7132,1.0000
814,100,100,236,465.3701,181.5724,19.0000,255.0000,37.7677,1853,0.8613
815,100,100,256,3255.0142,103.2061,0.0000,255.0000,68.2262,4325,1.0000
816,100,100,256,2537.2056,67.2536,0.0000,255.0000,53.0478,3449,1.0000
817,259,194,246,484.0931,109.8051,0.0000,250.0000,51.7425,6499,1.0000
818,275,183,249,1172.4319,153.5534,0.0000,250.0000,31.0901,7610,1.0000
819,275,183,256,200.4022,217.2108,0.0000,255.0000,50.8478,4080,1.0000
820,275,183,256,1469.5043,116.6461,0.0000,255.0000,50.9599,11022,1.0000
821,100,100,256,1982.8098,117.8536,0.0000,255.0000,68.1777,3643,1.0000
822,275,183,256,2473.6880,87.0961,0.0000,255.0000,46.9205,11895,1.0000
823,275,183,256,5971.6768,131.9311,0.0000,255.0000,52.7957,13667,1.0000
824,275,183,256,6045.5430,76.9009,0.0000,255.0000,38.5798,14834,1.0000
825,300,168,256,1991.7700,103.8316,0.0000,255.0000,67.1912,9872,1.0000
826,100,100,256,970.3939,133.7540,0.0000,255.0000,45.5226,2998,1.0000
827,100,100,256,2437.3372,97.3246,0.0000,255.0000,58.9740,4200,1.0000
828,275,183,256,3449.2131,113.8648,0.0000,255.0000,59.6672,11733,1.0000
829,275,183,256,9683.6191,133.5345,0.0000,255.0000,50.7526,17111,1.0000
830,275,183,256,2191.0940,128.5169,0.0000,255.0000,66.0576,10518,1.0000
831,275,183,256,2833.4563,98.6036,0.0000,255.0000,49.3125,12284,1.0000
832,275,183,256,4359.2456,148.6155,0.0000,255.0000,58.2432,12976,1.0000
833,275,183,256,7030.7666,87.9847,0.0000,255.0000,70.5078,15596,1.0000
834,300,168,256,5311.3115,158.2193,0.0000,255.0000,87.1416,12219,1.0000
835,289,174,256,4041.7322,103.4061,0.0000,255.0000,59.5322,13714,1.0000
836,275,183,256,3078.2900,121.2239,0.0000,255.0000,61.8847,12255,1.0000
837,209,242,256,2359.5466,107.1818,0.0000,255.0000,44.7880,12797,1.0000
838,275,183,256,3031.9543,147.1196,0.0000,255.0000,63.8289,11406,1.0000
839,303,166,256,6917.3389,86.7768,0.0000,255.0000,74.0672,13954,1.0000
840,348,145,200,263.8220,93.3206,0.0000,203.0000,34.8856,4955,1.0000
841,275,183,256,4140.9443,85.6252,0.0000,255.0000,51.6038,12868,1.0000
842,275,183,256,1351.9366,86.1307,0.0000,255.0000,64.8949,9072,1.0000
843,259,195,256,3622.1147,134.0712,0.0000,255.0000,65.2773,12612,1.0000
844,256,197,256,559.8591,113.3499,0.0000,255.0000,60.7668,8345,1.0000
845,263,192,256,2613.1160,97.4630,0.0000,255.0000,80.7441,11371,1.0000
846,180,280,256,15520.2139,110.5654,0.0000,255.0000,70.8656,16985,1.0000
847,260,194,256,2665.1753,129.8538,0.0000,255.0000,52.5946,11075,1.0000
848,275,183,256,4280.0684,68.1609,0.0000,255.0000,59.2895,14438,1.0000
849,259,194,256,6824.6802,99.7923,0.0000,255.0000,60.0260,15543,1.0000
850,279,181,256,790.5988,103.4205,0.0000,255.0000,53.8351,8716,1.0000
851,259,194,256,9672.6553,96.8892,0.0000,255.0000,54.6618,17257,1.0000
852,100,100,256,1510.7278,181.0891,0.0000,255.0000,72.4639,2551,1.0000
853,100,100,256,1422.7743,154.6859,0.0000,255.0000,65.2095,2995,1.0000
854,100,100,255,1145.5363,138.7073,0.0000,255.0000,31.2846,3372,1.0000
855,275,183,256,16441.3164,121.6490,0.0000,255.0000,52.5434,18102,1.0000
856,269,187,256,4304.0796,118.8059,0.0000,255.0000,60.5887,12187,1.0000
857,277,182,256,5046.0166,49.2220,0.0000,255.0000,49.3350,13171,1.0000
858,265,190,256,3271.2183,105.4349,0.0000,255.0000,67.6676,12343,1.0000
859,194,259,256,1963.5728,104.1414,0.0000,255.0000,67.9619,10413,1.0000
860,278,181,256,1562.0375,83.3802,0.0000,255.0000,54.8990,9818,1.0000
861,300,168,251,287.2198,90.2471,4.0000,255.0000,41.0477,5539,0.9691
862,271,186,256,6366.0200,103.9060,0.0000,255.0000,52.7382,14875,1.0000
863,320,157,256,6468.1821,133.0672,0.0000,255.0000,67.4363,14787,1.0000
864,263,192,256,4992.2295,107.9313,0.0000,255.0000,59.3030,13619,1.0000
865,299,168,255,1360.3196,119.1561,0.0000,255.0000,49.1499,8056,1.0000
866,259,194,256,6570.0801,145.7530,0.0000,255.0000,50.1367,15465,1.0000
867,275,183,256,2627.7185,75.5333,0.0000,255.0000,43.2678,10891,1.0000
868,275,183,256,3804.1694,105.9003,0.0000,255.0000,61.1518,12891,1.0000
869,329,153,256,1726.5309,106.2792,0.0000,255.0000,62.3037,8900,1.0000
870,275,183,255,1498.3191,100.9777,0.0000,255.0000,41.4886,9178,1.0000
871,275,183,234,5309.4873,60.1273,0.0000,236.0000,41.8798,12773,1.0000
872,275,184,256,1231.4165,110.5770,0.0000,255.0000,60.6421,9807,1.0000
873,299,168,256,3349.4407,133.5161,0.0000,255.0000,61.3384,12030,1.0000
874,274,184,256,2921.5229,98.0420,0.0000,255.0000,58.5976,11842,1.0000
875,275,183,256,2190.2490,128.2424,0.0000,255.0000,58.6749,10052,1.0000
876,265,190,256,2025.6768,149.7267,0.0000,255.0000,77.7959,13935,1.0000
877,224,225,256,1545.0197,143.3816,0.0000,255.0000,85.3530,8638,1.0000
878,183,275,256,7061.9443,137.8572,0.0000,255.0000,66.7985,13749,1.0000
879,100,100,243,2287.0383,88.4361,0.0000,255.0000,36.1970,3919,1.0000
880,100,100,256,2973.2798,124.2471,0.0000,255.0000,59.4644,3997,1.0000
881,100,100,256,1177.0269,154.7798,0.0000,255.0000,77.2658,2651,1.0000
882,275,183,256,621.8147,113.5348,0.0000,255.0000,57.1354,7926,1.0000
883,275,183,256,3996.8013,127.3324,0.0000,255.0000,50.9286,13505,1.0000
884,275,183,256,11352.7988,80.8102,0.0000,255.0000,61.0535,15800,1.0000
885,275,183,256,613.8505,109.3770,0.0000,255.0000,52.7496,6862,1.0000
886,311,162,256,640.8419,86.7520,0.0000,255.0000,44.0345,6095,1.0000
887,275,183,256,1060.3093,127.3698,0.0000,255.0000,52.4462,8087,1.0000
888,300,168,256,755.0856,73.8423,0.0000,255.0000,63.5748,7369,1.0000
889,275,183,256,2559.4834,122.4535,0.0000,255.0000,70.0032,10570,1.0000
890,275,183,256,4953.1104,89.1287,0.0000,255.0000,61.6374,13404,1.0000
891,275,183,256,5480.2251,95.1095,0.0000,255.0000,63.5435,13499,1.0000
892,265,190,256,17682.6426,149.1958,0.0000,255.0000,66.3784,19132,1.0000
893,265,190,256,6353.0552,128.7874,0.0000,255.0000,63.3843,14538,1.0000
894,284,178,256,1570.9279,101.4892,0.0000,255.0000,49.9220,9626,1.0000
895,300,168,256,7161.0303,115.0524,0.0000,255.0000,64.7932,14782,1.0000
896,275,183,256,1175.9906,151.8414,0.0000,255.0000,71.7710,8132,1.0000
897,275,183,256,5757.3159,90.1501,0.0000,255.0000,53.9809,14531,1.0000
898,256,197,256,5047.0078,122.0723,0.0000,255.0000,57.3415,14281,1.0000
899,275,183,242,5578.9424,131.7869,11.0000,255.0000,38.2386,14137,0.9173
900,277,182,256,4136.0767,134.4644,0.0000,255.0000,62.6730,12667,1.0000
901,191,264,256,2845.1382,104.4241,0.0000,255.0000,55.9643,11533,1.0000
902,260,194,256,9648.2285,89.2575,0.0000,255.0000,57.6903,15978,1.0000
903,186,271,256,2820.8752,149.0117,0.0000,255.0000,56.8190,9650,1.0000
904,275,183,254,1475.1322,92.9427,0.0000,255.0000,39.0110,9853,1.0000
905,275,183,256,2336.1091,101.1921,0.0000,255.0000,67.9252,9999,1.0000
906,100,100,252,3710.4036,108.6780,0.0000,255.0000,45.4042,4558,1.0000
907,100,100,256,637.6674,134.1463,0.0000,255.0000,55.7106,2406,1.0000
908,100,100,247,3565.1130,117.2915,0.0000,255.0000,42.2220,4433,1.0000
909,275,183,256,3503.3481,121.3238,0.0000,255.0000,64.1593,12276,1.0000
910,183,275,256,2150.0715,109.6290,0.0000,255.0000,47.4027,10047,1.0000
911,275,183,256,4879.5293,85.6457,0.0000,255.0000,49.3071,14091,1.0000
912,299,168,256,2964.6794,120.1496,0.0000,255.0000,71.7674,11396,1.0000
913,275,183,256,4209.5386,112.7283,0.0000,255.0000,68.2002,12313,1.0000
914,264,191,256,8107.5049,114.8231,0.0000,255.0000,53.0640,14165,1.0000
915,318,159,256,1100.5829,121.2925,0.0000,255.0000,60.7060,8601,1.0000
916,280,180,256,10995.3672,112.1971,0.0000,255.0000,49.1520,17177,1.0000
917,326,155,256,3415.0354,60.1498,0.0000,255.0000,61.3718,11234,1.0000
918,256,197,256,2353.0669,104.4111,0.0000,255.0000,73.5176,10243,1.0000
919,286,176,256,4017.1033,58.9175,0.0000,255.0000,32.2764,10102,1.0000
920,273,185,256,7660.3613,141.7084,0.0000,255.0000,70.8518,13788,1.0000
921,276,183,256,7460.4492,132.6151,0.0000,255.0000,75.6527,11997,1.0000
922,275,183,256,7716.7402,87.4041,0.0000,255.0000,52.0704,14469,1.0000
923,159,318,256,9641.0977,135.3934,0.0000,255.0000,77.2161,15760,1.0000
924,267,189,256,6658.3726,113.9677,0.0000,255.0000,58.9288,15557,1.0000
925,268,188,256,4821.5889,86.5694,0.0000,255.0000,63.3477,12600,1.0000
926,225,225,256,1848.8335,126.9883,0.0000,255.0000,46.9886,9475,1.0000
927,284,178,256,9953.1289,112.7499,0.0000,255.0000,62.1685,16723,1.0000
928,279,180,256,1609.3634,104.2106,0.0000,255.0000,66.4035,7316,1.0000
929,275,183,256,2108.9021,100.9455,0.0000,255.0000,50.4802,9378,1.0000
930,263,191,256,740.2696,140.2358,0.0000,255.0000,55.5409,5898,1.0000
931,275,183,256,6215.3398,135.1738,0.0000,255.0000,54.0657,13726,1.0000
932,273,185,256,814.9155,155.4328,0.0000,255.0000,78.7274,7968,1.0000
933,100,100,256,902.9617,205.5385,0.0000,255.0000,59.8224,3393,1.0000
934,100,100,256,2775.9673,148.4493,0.0000,255.0000,58.3346,4035,1.0000
935,100,100,256,2495.0317,123.2567,0.0000,255.0000,38.0892,3872,1.0000
936,275,183,256,2066.6240,77.2393,0.0000,255.0000,63.2256,9507,1.0000
937,275,183,256,2371.2971,135.9760,0.0000,255.0000,73.6135,10488,1.0000
938,300,168,256,704.7568,148.1694,0.0000,255.0000,57.8369,7741,1.0000
939,275,183,256,558.6765,87.4955,0.0000,255.0000,38.3852,8020,1.0000
940,259,194,256,2608.4807,75.0807,0.0000,255.0000,63.2612,11862,1.0000
941,300,168,256,2190.8159,119.0415,0.0000,255.0000,55.2771,11622,1.0000
942,308,164,256,4056.1316,101.2429,0.0000,255.0000,68.1316,10833,1.0000
943,275,183,248,254.2874,103.9153,0.0000,255.0000,41.3714,6247,1.0000
944,218,231,256,4134.8794,129.2616,0.0000,255.0000,45.7877,11920,1.0000
945,280,180,256,3450.1069,113.5849,0.0000,255.0000,45.8483,12373,1.0000
946,201,251,256,3621.2219,76.8646,0.0000,255.0000,47.4550,12479,1.0000
947,263,191,256,7332.7725,69.7108,0.0000,255.0000,68.9887,14752,1.0000
948,194,259,256,4753.6333,113.3165,0.0000,255.0000,69.7035,11492,1.0000
949,299,168,256,3829.0901,114.0316,0.0000,255.0000,40.9320,11940,1.0000
950,194,259,256,2472.2390,120.7657,0.0000,255.0000,59.8780,11723,1.0000
951,274,184,256,3845.7141,120.4507,0.0000,255.0000,70.6656,12863,1.0000
952,225,225,255,4489.9463,148.7332,0.0000,255.0000,43.4594,11499,1.0000
953,275,183,256,460.6937,99.1781,0.0000,255.0000,64.9347,7560,1.0000
954,305,165,256,428.5201,158.4417,0.0000,255.0000,41.8543,5254,1.0000
955,284,177,254,3306.9597,97.2180,0.0000,255.0000,52.9703,12809,1.0000
956,275,183,256,2092.1650,112.8647,0.0000,255.0000,63.9200,10599,1.0000
957,258,195,256,2986.0251,123.4044,0.0000,255.0000,79.0023,11139,1.0000
958,300,168,256,12954.3018,140.7091,0.0000,255.0000,76.5071,16142,1.0000
959,277,182,256,24173.0723,149.3832,0.0000,255.0000,67.5201,19144,1.0000
960,100,100,256,1407.3639,117.2658,0.0000,255.0000,76.2963,3308,1.0000
961,100,100,256,2324.1606,147.6369,0.0000,255.0000,66.1676,3401,1.0000
962,100,100,256,1701.1572,93.7839,0.0000,255.0000,57.6679,3682,1.0000
963,300,168,229,403.7514,105.9286,24.0000,255.0000,30.1526,5617,0.8280
964,259,195,256,5807.0542,105.1763,0.0000,255.0000,60.3765,14503,1.0000
965,264,191,256,3862.3450,100.3020,0.0000,255.0000,56.0998,11861,1.0000
966,276,183,216,1592.7589,75.9011,0.0000,220.0000,57.5723,9437,1.0000
967,275,183,256,1569.4362,135.7593,0.0000,255.0000,63.0161,10162,1.0000
968,194,259,256,5633.1636,98.2463,0.0000,255.0000,47.2348,14858,1.0000
969,275,183,256,4143.8521,103.8494,0.0000,255.0000,58.8668,13418,1.0000
970,275,183,256,3458.2219,101.2858,0.0000,255.0000,59.8284,11937,1.0000
971,280,180,256,3968.9824,117.4000,0.0000,255.0000,57.4481,13363,1.0000
972,266,190,255,2023.1630,184.7972,0.0000,255.0000,52.6573,8069,1.0000
973,300,168,256,6722.5039,93.5812,0.0000,255.0000,49.8585,16404,1.0000
974,275,183,256,9695.6309,149.0490,0.0000,255.0000,71.0821,14127,1.0000
975,267,189,256,6236.1328,123.8022,0.0000,255.0000,59.7428,15754,1.0000
976,269,187,256,7269.3271,116.7333,0.0000,255.0000,62.1328,15471,1.0000
977,292,173,256,7926.4219,111.9116,0.0000,255.0000,67.6142,16010,1.0000
978,275,183,222,1916.2848,70.4595,0.0000,230.0000,44.1377,10445,1.0000
979,318,159,256,2894.2024,110.6855,0.0000,255.0000,62.7563,12139,1.0000
980,275,183,256,7018.7310,84.5748,0.0000,255.0000,53.9335,16053,1.0000
981,201,251,256,3947.3069,96.6294,0.0000,255.0000,59.4988,13595,1.0000
982,259,194,253,6968.4146,96.1125,0.0000,255.0000,50.5111,14713,1.0000
983,275,183,256,6359.9087,132.0337,0.0000,255.0000,69.7379,13680,1.0000
984,279,180,256,5598.1675,149.4412,0.0000,255.0000,68.1959,13829,1.0000
985,300,168,256,4022.1621,84.1413,0.0000,255.0000,67.4151,11238,1.0000
986,275,183,256,8479.3281,126.6268,0.0000,255.0000,62.4584,15171,1.0000
987,100,100,256,2495.8269,105.0375,0.0000,255.0000,53.6183,4144,1.0000
988,100,100,256,2639.4148,133.2086,0.0000,255.0000,48.4053,4140,1.0000
989,100,100,256,2432.6211,96.7644,0.0000,255.0000,64.3684,4012,1.0000
