index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
322,225,225,256,1285.7988,81.5283,0.0000,255.0000,56.4347,7699,1.0000
323,275,183,256,895.3518,102.5520,0.0000,255.0000,63.3276,7640,1.0000
324,251,201,256,1913.0923,185.6644,0.0000,255.0000,78.8523,5187,1.0000
325,225,225,248,29.7874,234.0897,1.0000,255.0000,36.2161,2337,0.9922
326,184,274,255,2326.9048,124.3597,0.0000,255.0000,54.3508,9110,1.0000
327,225,225,256,1135.1005,167.2417,0.0000,255.0000,70.6580,7929,1.0000
328,225,225,256,249.6645,194.5478,0.0000,255.0000,53.0251,4725,1.0000
329,183,275,256,7382.2344,156.2376,0.0000,255.0000,74.0787,15459,1.0000
330,275,183,256,1342.2593,117.3135,0.0000,255.0000,64.0817,9395,1.0000
331,225,225,256,305.7939,182.8313,0.0000,255.0000,70.9739,4875,1.0000
332,275,183,256,6641.9229,132.0857,0.0000,255.0000,53.3190,13552,1.0000
333,259,194,256,870.0782,131.4352,0.0000,255.0000,54.3956,8651,1.0000
334,275,183,253,681.1761,121.2928,0.0000,254.0000,53.5309,7142,1.0000
335,311,162,256,5818.6855,131.4306,0.0000,255.0000,64.6665,12690,1.0000
336,300,168,256,1613.6398,128.8001,0.0000,255.0000,65.7036,10375,1.0000
337,201,251,256,2742.8787,133.1247,0.0000,255.0000,54.5034,12858,1.0000
338,263,192,252,812.1774,210.8315,0.0000,255.0000,63.1838,4453,1.0000
339,183,275,256,1923.8666,61.8155,0.0000,255.0000,67.1461,7970,1.0000
340,333,151,256,3128.2305,93.7183,0.0000,255.0000,55.3481,10189,1.0000
341,100,100,256,1478.5103,96.4884,0.0000,255.0000,66.6719,3462,1.0000
342,100,100,256,129.2936,192.5377,0.0000,255.0000,45.3681,1900,1.0000
343,100,100,256,2397.5776,179.3854,0.0000,255.0000,85.3272,3184,1.0000
344,257,196,256,248.3864,203.9588,0.0000,255.0000,55.6090,4340,1.0000
345,257,196,256,490.0681,214.7775,0.0000,255.0000,63.1713,4350,1.0000
346,220,229,256,800.5637,204.0206,0.0000,255.0000,63.7994,7921,1.0000
347,275,183,256,2872.8264,104.8744,0.0000,255.0000,57.4856,9883,1.0000
348,225,225,256,5824.7505,204.6210,0.0000,255.0000,61.2945,9447,1.0000
349,282,179,244,950.8930,71.0387,0.0000,244.0000,47.8914,7339,1.0000
350,225,225,251,337.1221,99.2525,0.0000,254.0000,55.9566,6423,1.0000
351,225,225,256,4084.1958,220.9442,0.0000,255.0000,63.5164,8099,1.0000
352,275,183,256,4036.0000,92.4668,0.0000,255.0000,60.1712,11981,1.0000
353,276,183,256,918.4740,114.6848,0.0000,255.0000,56.3350,6922,1.0000
354,259,194,256,339.7141,132.2245,0.0000,255.0000,46.6131,7210,1.0000
355,267,189,256,5795.0815,70.4302,0.0000,255.0000,57.3187,14151,1.0000
356,225,225,256,4625.2427,191.5253,0.0000,255.0000,75.0408,10583,1.0000
357,265,190,256,3113.1509,122.0101,0.0000,255.0000,67.6576,9485,1.0000
358,275,183,250,1739.3354,123.6951,0.0000,250.0000,54.2088,8983,1.0000
359,201,251,251,198.1852,227.8923,0.0000,255.0000,44.0555,6013,1.0000
360,183,275,256,3029.1658,114.4738,0.0000,255.0000,72.1682,12239,1.0000
361,301,167,256,3066.6050,105.3762,0.0000,255.0000,67.6957,12504,1.0000
362,269,188,256,10443.2754,125.9885,0.0000,255.0000,50.8931,15090,1.0000
363,275,183,256,479.8609,196.4609,0.0000,255.0000,56.6000,5200,1.0000
364,275,183,256,2278.1541,204.6014,0.0000,255.0000,66.0072,6930,1.0000
365,300,168,256,1247.7732,149.7801,0.0000,255.0000,47.1214,8055,1.0000
366,225,225,256,415.3794,99.1379,0.0000,255.0000,44.6871,7741,1.0000
367,275,183,256,2344.4758,120.5258,0.0000,255.0000,58.8760,12615,1.0000
368,100,100,244,94.3000,218.7738,5.0000,255.0000,44.8530,1478,0.9615
369,100,100,245,226.6542,198.8091,6.0000,255.0000,62.2012,1692,0.9540
370,100,100,255,134.2435,206.3844,0.0000,255.0000,51.0803,1788,1.0000
371,275,183,253,865.4897,67.1056,0.0000,254.0000,55.3785,6187,1.0000
372,183,275,256,2101.5439,121.6211,0.0000,255.0000,63.8292,11171,1.0000
373,259,194,256,1268.2104,129.2354,0.0000,255.0000,55.7204,9725,1.0000
374,233,216,256,1420.0693,164.4880,0.0000,255.0000,68.4284,10124,1.0000
375,225,225,240,82.8059,227.2150,10.0000,255.0000,43.5122,2972,0.9245
376,225,225,256,3245.6436,158.4122,0.0000,255.0000,68.4482,9295,1.0000
377,275,183,256,1435.3550,90.9045,0.0000,255.0000,49.0599,10121,1.0000
378,275,183,256,1641.6582,163.8819,0.0000,255.0000,50.6398,6523,1.0000
379,217,232,256,301.2963,216.6137,0.0000,255.0000,57.3596,4053,1.0000
380,275,183,256,169.9688,220.7641,0.0000,255.0000,43.1661,4023,1.0000
381,259,194,256,6570.0801,145.7530,0.0000,255.0000,50.1367,15465,1.0000
382,271,186,253,1752.5660,147.2597,0.0000,255.0000,58.6145,9465,1.0000
383,310,163,256,794.3000,156.1216,0.0000,255.0000,70.5690,6855,1.0000
384,275,183,255,318.6257,211.6508,0.0000,255.0000,51.6786,4262,1.0000
385,275,183,256,607.5743,147.6299,0.0000,255.0000,63.2786,7263,1.0000
386,183,275,256,931.0881,134.7286,0.0000,255.0000,56.6657,8983,1.0000
387,266,190,256,810.5660,153.9084,0.0000,255.0000,57.5894,7161,1.0000
388,291,173,256,779.6955,169.0203,0.0000,255.0000,54.8821,9221,1.0000
389,225,225,256,3334.4067,165.3890,0.0000,255.0000,68.9566,15541,1.0000
390,275,183,256,322.2835,177.1485,0.0000,255.0000,50.1107,5291,1.0000
391,275,183,256,793.0048,123.3836,0.0000,255.0000,52.8822,7634,1.0000
392,189,267,256,1972.7247,70.9768,0.0000,255.0000,70.2347,7029,1.0000
393,225,225,256,755.5284,163.0061,0.0000,255.0000,43.1422,8548,1.0000
394,275,183,256,2246.7275,72.6532,0.0000,255.0000,51.2453,10125,1.0000
395,100,100,256,288.6936,187.0852,0.0000,255.0000,49.6615,2100,1.0000
396,100,100,250,86.1977,208.6651,0.0000,255.0000,38.3318,1712,1.0000
397,100,100,256,374.2642,163.8821,0.0000,255.0000,53.3888,2124,1.0000
398,275,183,256,1390.2607,150.1427,0.0000,255.0000,54.1330,9665,1.0000
399,183,275,256,1906.1442,101.0839,0.0000,255.0000,57.2148,12165,1.0000
400,300,168,253,168.2613,98.8621,0.0000,252.0000,46.4669,4705,1.0000
401,275,183,256,823.1844,106.8344,0.0000,255.0000,78.5979,5671,1.0000
402,275,183,256,1195.9542,188.5983,0.0000,255.0000,40.7174,7565,1.0000
403,225,225,256,5063.6431,187.5939,0.0000,255.0000,71.2541,9114,1.0000
404,225,225,255,238.6057,228.0032,0.0000,255.0000,41.8362,3303,1.0000
405,275,183,251,253.6819,165.1458,0.0000,250.0000,48.9005,5049,1.0000
406,225,225,256,1776.0491,127.2017,0.0000,255.0000,71.5816,11525,1.0000
407,225,225,256,2129.5752,145.3509,0.0000,255.0000,57.6361,11305,1.0000
408,235,214,256,1753.6185,150.1556,0.0000,255.0000,62.4735,10426,1.0000
409,194,259,256,1352.3690,165.4178,0.0000,255.0000,62.9948,13640,1.0000
410,259,194,256,3944.5193,137.6083,0.0000,255.0000,67.6390,13426,1.0000
411,275,183,256,1198.2349,84.6075,0.0000,255.0000,59.8601,9888,1.0000
412,247,204,256,720.3710,221.9043,0.0000,255.0000,50.0443,5285,1.0000
413,195,258,256,94.3121,203.3877,0.0000,255.0000,49.8084,7326,1.0000
414,215,234,256,1169.5885,156.8558,0.0000,255.0000,68.7494,7643,1.0000
415,183,275,256,1722.6163,105.4563,0.0000,255.0000,60.2628,16000,1.0000
416,225,225,256,1147.5513,149.9685,0.0000,255.0000,45.9984,8498,1.0000
417,275,183,256,431.8290,171.4723,0.0000,255.0000,68.9702,5443,1.0000
418,233,216,256,188.5864,221.2103,0.0000,255.0000,50.0326,3646,1.0000
419,201,251,256,3883.2109,112.4948,0.0000,255.0000,71.9535,13754,1.0000
420,275,183,256,3040.3354,208.5978,0.0000,255.0000,59.1838,7190,1.0000
421,224,224,256,4730.0542,165.8594,0.0000,255.0000,70.0292,12784,1.0000
422,100,100,243,225.7999,211.9016,0.0000,255.0000,53.9174,1556,1.0000
423,100,100,256,249.7076,222.3077,0.0000,255.0000,49.1110,1596,1.0000
424,100,100,256,875.5153,214.8281,0.0000,255.0000,50.7492,2112,1.0000
425,183,275,256,3512.2031,127.8675,0.0000,255.0000,56.9770,12308,1.0000
426,275,183,256,4601.1123,79.3530,0.0000,255.0000,58.9813,13897,1.0000
427,275,183,256,1382.0238,146.0715,0.0000,255.0000,52.3750,9607,1.0000
428,251,201,256,2947.3467,142.9969,0.0000,255.0000,67.0952,17608,1.0000
429,256,197,256,3988.5308,158.9493,0.0000,255.0000,69.3915,13112,1.0000
430,275,183,256,2174.4102,103.5743,0.0000,255.0000,75.3288,8793,1.0000
431,275,183,198,47.5330,239.3237,49.0000,255.0000,33.6301,2108,0.6776
432,238,212,256,498.8716,195.9028,0.0000,255.0000,50.8008,6637,1.0000
433,194,259,256,2504.0400,162.5336,0.0000,255.0000,47.4968,10965,1.0000
434,183,275,256,4478.3232,121.3688,0.0000,255.0000,64.2336,14890,1.0000
435,197,256,256,4018.7336,126.6066,0.0000,255.0000,52.2578,15272,1.0000
436,275,183,256,388.1105,217.5974,0.0000,255.0000,49.0005,4437,1.0000
437,257,196,256,4386.6621,100.4401,0.0000,255.0000,66.2568,12053,1.0000
438,201,250,256,963.0015,47.2061,0.0000,255.0000,37.4714,7111,1.0000
439,266,189,255,380.5311,150.6305,0.0000,255.0000,47.6548,4575,1.0000
440,225,225,256,1699.1500,169.2474,0.0000,255.0000,48.9622,8754,1.0000
441,225,225,256,592.2148,130.3928,0.0000,255.0000,58.0148,6770,1.0000
442,225,225,256,558.2942,206.5115,0.0000,255.0000,51.3657,4148,1.0000
443,275,183,256,1350.9095,173.6381,0.0000,255.0000,74.5666,7184,1.0000
444,275,183,256,817.1356,115.1916,0.0000,255.0000,69.6637,7270,1.0000
445,225,225,256,2253.3398,155.8831,0.0000,255.0000,61.5162,6865,1.0000
446,214,235,256,1467.3337,179.4091,0.0000,255.0000,76.7792,8084,1.0000
447,275,183,256,4441.7979,76.5897,0.0000,255.0000,55.4771,12725,1.0000
448,259,194,256,2463.3093,151.6303,0.0000,255.0000,58.7326,10190,1.0000
449,100,100,243,1244.0428,94.6789,0.0000,249.0000,54.9717,3491,1.0000
450,100,100,256,751.5547,144.1733,0.0000,255.0000,50.0302,2911,1.0000
451,100,100,177,149.0768,101.8925,0.0000,182.0000,33.5649,1914,1.0000
452,183,275,256,1221.9031,179.2319,0.0000,255.0000,57.4697,9179,1.0000
453,201,251,256,1425.9452,207.5316,0.0000,255.0000,57.1152,5827,1.0000
454,275,184,256,838.0903,165.3410,0.0000,255.0000,37.7650,6519,1.0000
455,275,183,256,917.8752,134.4732,0.0000,255.0000,44.2378,7624,1.0000
456,259,194,255,333.5469,227.6431,0.0000,255.0000,46.0661,3937,1.0000
457,275,183,256,312.9953,208.6349,0.0000,255.0000,63.5993,4284,1.0000
458,275,183,256,787.6436,143.2948,0.0000,255.0000,61.9453,8245,1.0000
459,225,225,256,2237.6265,161.5859,0.0000,255.0000,54.2031,17254,1.0000
460,225,225,256,1666.1244,217.2602,0.0000,255.0000,64.2362,5698,1.0000
461,275,183,256,1387.3434,180.4328,0.0000,255.0000,43.6515,10434,1.0000
462,194,259,256,3213.8113,174.0008,0.0000,255.0000,67.4646,10311,1.0000
463,181,279,256,1733.7103,192.6085,0.0000,255.0000,57.1155,7064,1.0000
464,225,225,256,666.1125,197.1178,0.0000,255.0000,66.6561,4233,1.0000
465,183,275,256,1468.1167,140.7831,0.0000,255.0000,59.2037,15323,1.0000
466,275,183,256,1564.8364,80.2361,0.0000,255.0000,65.9379,8202,1.0000
467,225,225,256,1975.3364,208.9400,0.0000,255.0000,60.5695,7423,1.0000
468,250,202,256,290.0856,211.5815,0.0000,255.0000,71.7902,3279,1.0000
469,259,195,256,1407.2502,197.1696,0.0000,255.0000,82.4563,5394,1.0000
470,322,157,256,1711.4943,132.2584,0.0000,255.0000,64.0606,8855,1.0000
471,276,183,256,674.9266,187.7041,0.0000,255.0000,64.5704,7420,1.0000
472,187,269,256,4604.4814,170.4657,0.0000,255.0000,57.4632,14259,1.0000
473,275,183,256,982.1183,145.7361,0.0000,255.0000,49.9410,7017,1.0000
474,254,198,256,177.3406,222.2538,0.0000,255.0000,40.5881,3969,1.0000
475,226,223,256,2544.9111,93.1847,0.0000,255.0000,69.8694,11998,1.0000
476,100,100,241,439.7967,211.2914,5.0000,255.0000,48.5660,1823,0.9615
477,100,100,256,1120.4777,129.7631,0.0000,255.0000,59.7067,3307,1.0000
478,100,100,218,42.1504,224.7798,26.0000,255.0000,42.0595,1264,0.8149
479,259,194,254,75.4356,215.2055,0.0000,255.0000,46.6384,3464,1.0000
480,271,186,256,470.0588,199.8315,0.0000,255.0000,58.9252,5306,1.0000
481,259,194,256,1508.9915,128.4994,0.0000,255.0000,64.9792,10485,1.0000
482,225,225,256,1504.6190,213.7818,0.0000,255.0000,47.4234,6372,1.0000
483,275,183,256,1920.3318,83.1619,0.0000,255.0000,59.8777,10923,1.0000
484,194,259,256,4248.7236,165.6200,0.0000,255.0000,55.9063,14018,1.0000
485,271,186,256,4154.7930,113.6348,0.0000,255.0000,73.5428,13158,1.0000
486,225,225,256,699.8923,146.0755,0.0000,255.0000,52.6972,6665,1.0000
487,225,225,256,893.8650,148.4179,0.0000,255.0000,71.9726,7560,1.0000
488,265,190,256,1437.0649,61.6949,0.0000,255.0000,64.6721,7473,1.0000
489,225,225,237,74.8934,232.5453,19.0000,255.0000,38.9853,3533,0.8613
490,225,225,256,2390.4177,205.7115,0.0000,255.0000,60.6938,7682,1.0000
491,188,268,256,7385.7998,177.4448,0.0000,255.0000,63.5917,12468,1.0000
492,275,183,256,5432.3516,91.3339,0.0000,255.0000,71.0660,12987,1.0000
493,183,275,256,2179.2944,162.6005,0.0000,255.0000,66.3410,9361,1.0000
494,183,275,256,6298.6362,170.8062,0.0000,255.0000,71.9584,14486,1.0000
495,183,275,256,2044.9497,163.4144,0.0000,255.0000,82.5229,9596,1.0000
496,194,259,256,3419.6279,62.5611,0.0000,255.0000,62.8417,13175,1.0000
497,275,183,256,1250.6378,126.7533,0.0000,255.0000,76.2308,9340,1.0000
498,183,275,256,3680.3845,145.9147,0.0000,255.0000,62.2653,12339,1.0000
499,257,196,256,1353.5586,117.0075,0.0000,255.0000,69.8171,6958,1.0000
500,259,194,256,810.0995,153.9073,0.0000,255.0000,48.1043,8161,1.0000
501,225,225,256,1188.1536,201.2703,0.0000,255.0000,57.2604,12736,1.0000
502,276,183,245,107.9650,235.6891,0.0000,255.0000,38.6996,2872,1.0000
503,277,182,256,6372.9600,144.8606,0.0000,255.0000,66.3135,14693,1.0000
504,243,208,256,4422.3071,162.1770,0.0000,255.0000,99.8409,8228,1.0000
505,225,225,256,281.9347,197.5153,0.0000,255.0000,67.0673,4716,1.0000
506,225,225,256,5866.4321,178.6473,0.0000,255.0000,69.5029,13169,1.0000
507,250,202,256,1216.9351,227.9041,0.0000,255.0000,53.7859,6377,1.0000
508,299,168,256,3179.2590,132.8737,0.0000,255.0000,44.9893,10767,1.0000
509,229,220,256,186.1564,225.8273,0.0000,255.0000,41.0648,7412,1.0000
510,225,225,256,7822.9043,100.3622,0.0000,255.0000,48.8073,16110,1.0000
511,225,225,256,1266.1146,107.8088,0.0000,255.0000,65.3163,10640,1.0000
512,265,190,256,3271.2183,105.4349,0.0000,255.0000,67.6676,12343,1.0000
513,183,275,256,3903.4849,144.1546,0.0000,255.0000,66.6105,13704,1.0000
514,225,225,256,1483.5692,151.7641,0.0000,255.0000,73.5928,8060,1.0000
515,275,183,256,480.2787,198.9856,0.0000,255.0000,38.2356,4626,1.0000
516,183,275,256,1332.2784,120.6927,0.0000,255.0000,61.2427,9186,1.0000
517,236,214,249,294.6160,110.1448,7.0000,255.0000,56.6392,5903,0.9466
518,257,196,256,215.0201,202.5375,0.0000,255.0000,58.2028,4980,1.0000
519,300,168,256,5147.9492,88.5322,0.0000,255.0000,57.6090,13535,1.0000
520,225,225,256,2617.2598,175.4876,0.0000,255.0000,75.3868,14580,1.0000
521,171,295,256,1758.5405,141.3023,0.0000,255.0000,72.6223,15692,1.0000
522,247,204,256,1451.0751,201.1256,0.0000,255.0000,61.1033,7422,1.0000
523,205,246,255,5296.2837,189.9490,0.0000,255.0000,46.6116,11246,1.0000
524,282,178,253,644.8726,146.0546,0.0000,255.0000,65.7064,4143,1.0000
525,300,168,256,214.7779,158.7118,0.0000,255.0000,77.9423,4931,1.0000
526,183,275,256,1787.3990,127.8266,0.0000,255.0000,55.3202,10286,1.0000
527,225,225,256,1101.8367,93.3672,0.0000,255.0000,47.3738,10083,1.0000
528,263,192,256,2363.6316,52.0662,0.0000,255.0000,57.5155,7048,1.0000
529,300,168,256,1109.1533,141.6468,0.0000,255.0000,67.1459,5515,1.0000
530,193,261,256,1937.2804,221.6438,0.0000,255.0000,60.6021,5517,1.0000
531,271,186,242,58.0406,219.5938,12.0000,255.0000,33.9719,3337,0.9101
532,183,276,256,3225.3530,161.2943,0.0000,255.0000,81.9138,16568,1.0000
533,275,183,256,1019.1786,212.3692,0.0000,255.0000,43.6870,6398,1.0000
534,192,262,256,926.8227,186.2380,0.0000,255.0000,33.2132,6818,1.0000
535,275,183,232,353.4912,194.4172,18.0000,255.0000,30.7105,4571,0.8681
536,275,183,256,417.4744,216.1662,0.0000,255.0000,52.3365,4808,1.0000
537,275,183,256,963.8327,142.9880,0.0000,255.0000,61.7710,8639,1.0000
538,271,186,256,1654.6514,156.4556,0.0000,255.0000,64.7505,8581,1.0000
539,273,185,256,2456.5242,191.5842,0.0000,255.0000,54.7741,8872,1.0000
540,225,225,256,5697.7974,199.6645,0.0000,255.0000,64.0526,8462,1.0000
541,225,225,256,3987.8032,182.1016,0.0000,255.0000,57.8615,10164,1.0000
542,183,275,256,3583.2395,116.3328,0.0000,255.0000,82.3807,14282,1.0000
543,183,275,256,1457.4989,149.8469,0.0000,255.0000,80.5901,6946,1.0000
544,173,291,256,3242.8157,126.6994,0.0000,255.0000,72.7854,12473,1.0000
545,183,275,256,181.6259,219.9509,0.0000,255.0000,46.8645,4094,1.0000
546,183,275,256,387.4011,221.8087,0.0000,255.0000,59.8596,3603,1.0000
547,275,183,256,4284.0557,105.9111,0.0000,255.0000,61.5452,12713,1.0000
548,275,183,256,875.6105,173.8776,0.0000,255.0000,54.7737,7507,1.0000
549,268,188,256,4278.9307,171.5338,0.0000,255.0000,61.6943,12735,1.0000
550,290,174,256,1349.1952,153.0232,0.0000,255.0000,56.0451,9310,1.0000
551,225,225,256,1110.9038,157.2030,0.0000,255.0000,63.1827,8241,1.0000
552,194,259,256,278.2002,147.4930,0.0000,255.0000,36.6142,5687,1.0000
553,275,183,256,5461.3335,78.6483,0.0000,255.0000,59.7651,13771,1.0000
554,290,174,256,2873.2090,120.0494,0.0000,255.0000,67.7943,9334,1.0000
555,265,190,256,1920.6096,140.9898,0.0000,255.0000,59.2036,8724,1.0000
556,300,168,256,1823.5573,107.7732,0.0000,255.0000,57.4613,9927,1.0000
557,184,274,256,703.4256,119.8994,0.0000,255.0000,81.2472,6267,1.0000
558,234,215,256,385.7666,141.1258,0.0000,255.0000,63.3258,6498,1.0000
559,201,251,256,747.0011,174.9933,0.0000,255.0000,65.7374,11794,1.0000
560,353,143,256,2828.2976,146.8654,0.0000,255.0000,66.8894,9989,1.0000
561,272,185,256,1045.1833,119.8326,0.0000,255.0000,59.2869,8026,1.0000
562,159,318,256,6578.4424,91.5039,0.0000,255.0000,70.4629,15777,1.0000
563,300,168,256,1815.6731,100.2717,0.0000,255.0000,57.7958,9955,1.0000
564,275,183,256,2940.1802,185.8114,0.0000,255.0000,56.7099,7856,1.0000
565,275,183,256,2415.7312,140.3804,0.0000,255.0000,56.8508,9934,1.0000
566,183,275,256,937.5623,158.0885,0.0000,255.0000,70.6728,8356,1.0000
567,291,173,256,264.6000,221.6139,0.0000,255.0000,47.8144,3802,1.0000
568,259,194,256,1815.4526,98.8403,0.0000,255.0000,48.4418,12834,1.0000
569,283,178,256,225.9152,223.9112,0.0000,255.0000,42.0794,4113,1.0000
570,275,183,256,1166.6378,172.5685,0.0000,255.0000,59.8934,7606,1.0000
571,300,168,256,1292.4031,164.7959,0.0000,255.0000,67.0850,8778,1.0000
572,275,183,256,1439.5525,170.8460,0.0000,255.0000,63.2816,9381,1.0000
573,294,171,256,3067.4441,103.5040,0.0000,255.0000,53.3447,11744,1.0000
574,183,275,256,5923.0669,125.8994,0.0000,255.0000,69.1970,16142,1.0000
575,251,201,256,804.7424,140.7193,0.0000,255.0000,65.1905,5385,1.0000
576,183,275,256,2636.1519,115.5390,0.0000,255.0000,62.5702,12577,1.0000
577,275,183,256,2161.1873,98.9460,0.0000,255.0000,55.0325,9370,1.0000
578,275,183,256,1250.0852,133.2910,0.0000,255.0000,78.8543,8742,1.0000
579,275,183,256,7175.5908,123.0220,0.0000,255.0000,72.2885,16352,1.0000
580,225,225,256,9019.3857,150.9603,0.0000,255.0000,68.9481,15193,1.0000
581,275,183,256,1174.1198,141.5767,0.0000,255.0000,49.7106,9757,1.0000
582,277,182,256,285.7128,175.4081,0.0000,255.0000,45.8197,4969,1.0000
583,183,275,256,1571.2189,95.9718,0.0000,255.0000,62.9997,10514,1.0000
584,183,275,256,2370.5002,154.2238,0.0000,255.0000,65.2414,8068,1.0000
585,183,275,256,2114.6406,122.0597,0.0000,255.0000,61.8423,10898,1.0000
586,275,183,256,2029.3512,146.3708,0.0000,255.0000,48.1617,10916,1.0000
587,275,183,256,795.1557,138.6913,0.0000,255.0000,60.3846,7746,1.0000
588,275,183,256,1237.6986,153.0316,0.0000,255.0000,47.0228,8036,1.0000
589,183,275,256,3991.5400,130.8410,0.0000,255.0000,75.2235,12176,1.0000
590,253,200,256,104.8857,217.5972,0.0000,255.0000,52.9995,3082,1.0000
591,298,169,256,366.2226,137.2882,0.0000,255.0000,45.6836,6351,1.0000
592,225,225,256,3140.3962,161.6550,0.0000,255.0000,98.6721,11732,1.0000
593,275,183,256,639.6316,184.5692,0.0000,255.0000,51.4514,12209,1.0000
594,183,275,256,1814.7520,118.8654,0.0000,255.0000,62.2925,10383,1.0000
595,259,194,256,618.4907,180.3387,0.0000,255.0000,55.5446,5656,1.0000
596,225,225,256,1244.5981,234.7012,0.0000,255.0000,46.4622,6178,1.0000
597,277,182,256,4170.6904,134.5344,0.0000,255.0000,62.8228,12695,1.0000
598,181,279,256,1976.0900,185.3208,0.0000,255.0000,52.2178,7607,1.0000
599,264,191,256,2701.4661,92.7686,0.0000,255.0000,56.6206,11153,1.0000
600,187,269,256,5247.9673,116.7439,0.0000,255.0000,57.6164,16432,1.0000
601,225,225,256,620.7300,212.1471,0.0000,255.0000,67.0609,4934,1.0000
602,299,168,256,1977.0242,65.6695,0.0000,255.0000,59.9333,9004,1.0000
603,194,259,256,857.0043,143.7869,0.0000,255.0000,73.8598,8591,1.0000
604,183,275,256,3634.0642,96.2064,0.0000,255.0000,51.2972,11815,1.0000
605,183,275,256,993.3027,184.4145,0.0000,255.0000,44.0673,8681,1.0000
606,301,167,256,3411.5015,85.3205,0.0000,255.0000,67.8748,11592,1.0000
607,265,190,256,978.9400,118.8104,0.0000,255.0000,66.1604,6781,1.0000
608,275,183,256,1597.1456,116.3858,0.0000,255.0000,58.1793,7710,1.0000
609,275,183,256,7226.5801,142.5532,0.0000,255.0000,74.3638,15004,1.0000
610,275,183,256,4299.1143,159.2889,0.0000,255.0000,73.0298,13120,1.0000
611,277,182,256,2468.6089,131.5352,0.0000,255.0000,53.0423,9746,1.0000
612,275,183,256,1545.8541,107.8760,0.0000,255.0000,69.1696,8242,1.0000
613,259,194,256,637.9878,193.0079,0.0000,255.0000,48.8487,6928,1.0000
614,225,225,256,1609.8030,153.8421,0.0000,255.0000,66.0446,11398,1.0000
615,275,183,256,950.8593,147.3259,0.0000,255.0000,67.3037,7628,1.0000
616,275,183,256,492.4373,165.0873,0.0000,255.0000,64.9771,10062,1.0000
617,279,181,256,1035.5905,101.0926,0.0000,255.0000,54.4389,9294,1.0000
618,323,156,256,319.1908,225.2666,0.0000,255.0000,54.2940,4029,1.0000
619,275,183,256,1025.0564,131.9417,0.0000,255.0000,94.8513,6637,1.0000
620,285,177,256,1411.7863,175.4668,0.0000,255.0000,75.4660,6875,1.0000
621,183,275,256,1064.8641,178.1405,0.0000,255.0000,68.0391,11123,1.0000
622,275,183,256,2897.0408,111.9396,0.0000,255.0000,57.3625,11153,1.0000
623,259,194,256,858.4680,106.6072,0.0000,255.0000,49.9265,9016,1.0000
624,261,193,256,1645.8804,178.1365,0.0000,255.0000,58.2059,10339,1.0000
625,310,163,256,2846.4175,95.3217,0.0000,255.0000,71.3480,11096,1.0000
626,243,207,256,67.1380,226.8036,0.0000,255.0000,35.4168,3270,1.0000
627,193,261,256,4608.7300,152.5613,0.0000,255.0000,78.0675,12305,1.0000
628,183,275,256,1811.8861,171.8148,0.0000,255.0000,58.5508,9860,1.0000
629,225,225,256,1742.4294,142.8352,0.0000,255.0000,71.4694,11055,1.0000
630,275,183,256,2647.9739,124.0415,0.0000,255.0000,54.1003,12087,1.0000
631,332,152,256,5433.3726,132.7484,0.0000,255.0000,76.0047,13438,1.0000
632,291,173,256,1038.3926,55.8687,0.0000,255.0000,59.0374,5665,1.0000
633,263,191,256,704.2532,191.0280,0.0000,255.0000,65.2473,5512,1.0000
634,225,225,256,2016.8795,148.8353,0.0000,255.0000,65.9286,9814,1.0000
635,275,183,256,5128.7915,116.6825,0.0000,255.0000,60.5652,13732,1.0000
636,275,183,255,2797.2632,85.4778,0.0000,255.0000,50.7708,11695,1.0000
637,275,183,256,3733.4775,120.5742,0.0000,255.0000,58.0964,11143,1.0000
638,271,186,244,699.8219,88.4900,0.0000,247.0000,58.1418,7380,1.0000
639,275,183,256,1378.5751,89.1490,0.0000,255.0000,56.7118,7736,1.0000
640,100,100,256,2973.2798,124.2471,0.0000,255.0000,59.4644,3997,1.0000
641,100,100,256,1422.7743,154.6859,0.0000,255.0000,65.2095,2995,1.0000
642,100,100,247,3565.1130,117.2915,0.0000,255.0000,42.2220,4433,1.0000
643,275,183,256,1516.3839,126.9827,0.0000,255.0000,51.3270,10226,1.0000
644,277,182,256,4724.2163,134.7460,0.0000,255.0000,63.1189,13151,1.0000
645,266,189,256,1469.4116,108.9143,0.0000,255.0000,68.0492,11546,1.0000
646,300,168,256,3619.2473,102.2043,0.0000,255.0000,52.4275,13398,1.0000
647,275,183,240,846.3188,103.4498,0.0000,242.0000,45.2579,7492,1.0000
648,133,200,224,305.9953,109.0417,0.0000,225.0000,52.3476,5536,1.0000
649,275,183,256,2700.1040,113.6581,0.0000,255.0000,55.6711,11498,1.0000
650,190,266,256,1388.1021,68.4556,0.0000,255.0000,53.9486,9351,1.0000
651,274,184,256,7166.8750,114.2029,0.0000,255.0000,57.2365,14983,1.0000
652,183,275,256,2535.3550,125.1559,0.0000,255.0000,65.5393,12288,1.0000
653,275,183,256,3359.0022,114.8570,0.0000,255.0000,73.1472,12209,1.0000
654,280,180,256,2165.4998,112.8880,0.0000,255.0000,45.1020,11150,1.0000
655,275,183,256,9267.3760,56.4326,0.0000,255.0000,53.1578,16330,1.0000
656,275,183,256,2845.7793,90.5472,0.0000,255.0000,65.0409,11616,1.0000
